table_name,column_name,ordinal_position,data_type,udt_name,is_nullable,column_default
role_permissions,permission_id,2,uuid,uuid,NO,
role_permissions,created_at,3,timestamp with time zone,timestamptz,NO,now()
roles,id,1,uuid,uuid,NO,gen_random_uuid()
roles,tenant_id,2,uuid,uuid,NO,
roles,name,3,character varying,varchar,NO,
roles,description,4,text,text,YES,
roles,created_at,5,timestamp with time zone,timestamptz,NO,now()
roles,updated_at,6,timestamp with time zone,timestamptz,NO,now()
scheduled_tasks,id,1,uuid,uuid,NO,gen_random_uuid()
scheduled_tasks,tenant_id,2,uuid,uuid,YES,
scheduled_tasks,name,3,character varying,varchar,NO,
scheduled_tasks,cron_expression,4,character varying,varchar,NO,
scheduled_tasks,task_type,5,character varying,varchar,NO,
scheduled_tasks,payload,6,jsonb,jsonb,NO,'{}'::jsonb
scheduled_tasks,is_active,7,boolean,bool,NO,true
scheduled_tasks,created_at,8,timestamp with time zone,timestamptz,NO,now()
scheduled_tasks,updated_at,9,timestamp with time zone,timestamptz,NO,now()
services,id,1,uuid,uuid,NO,gen_random_uuid()
services,tenant_id,2,uuid,uuid,NO,
services,name,3,character varying,varchar,NO,
services,description,4,text,text,YES,
services,metadata,5,jsonb,jsonb,NO,'{}'::jsonb
services,is_active,6,boolean,bool,NO,true
services,created_at,7,timestamp with time zone,timestamptz,NO,now()
services,updated_at,8,timestamp with time zone,timestamptz,NO,now()
source_connections,id,1,uuid,uuid,NO,gen_random_uuid()
source_connections,tenant_id,2,uuid,uuid,NO,
source_connections,source_id,3,uuid,uuid,YES,
source_connections,provider,4,character varying,varchar,NO,
source_connections,status,5,character varying,varchar,NO,'active'::character varying
source_connections,oauth_token,6,jsonb,jsonb,NO,'{}'::jsonb
source_connections,config,7,jsonb,jsonb,NO,'{}'::jsonb
source_connections,last_synced_at,8,timestamp with time zone,timestamptz,YES,
source_connections,created_at,9,timestamp with time zone,timestamptz,NO,now()
source_connections,updated_at,10,timestamp with time zone,timestamptz,NO,now()
source_sync_jobs,id,1,uuid,uuid,NO,gen_random_uuid()
source_sync_jobs,tenant_id,2,uuid,uuid,NO,
source_sync_jobs,connection_id,3,uuid,uuid,NO,
source_sync_jobs,status,4,character varying,varchar,NO,'queued'::character varying
source_sync_jobs,started_at,5,timestamp with time zone,timestamptz,YES,
source_sync_jobs,finished_at,6,timestamp with time zone,timestamptz,YES,
source_sync_jobs,error,7,text,text,YES,
source_sync_jobs,stats,8,jsonb,jsonb,NO,'{}'::jsonb
source_sync_jobs,created_at,9,timestamp with time zone,timestamptz,NO,now()
subscription_items,id,1,uuid,uuid,NO,gen_random_uuid()
subscription_items,tenant_id,2,uuid,uuid,NO,
subscription_items,subscription_id,3,uuid,uuid,NO,
subscription_items,item_type,4,character varying,varchar,NO,
subscription_items,quantity,5,integer,int4,NO,1
subscription_items,unit_price,6,numeric,numeric,NO,0
subscription_items,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
subscription_items,created_at,8,timestamp with time zone,timestamptz,NO,now()
subscription_items,updated_at,9,timestamp with time zone,timestamptz,NO,now()
subscriptions,id,1,uuid,uuid,NO,gen_random_uuid()
subscriptions,tenant_id,2,uuid,uuid,NO,
subscriptions,plan_name,3,character varying,varchar,NO,
subscriptions,status,4,character varying,varchar,NO,'active'::character varying
subscriptions,current_period_start,5,timestamp with time zone,timestamptz,YES,
subscriptions,current_period_end,6,timestamp with time zone,timestamptz,YES,
subscriptions,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
subscriptions,created_at,8,timestamp with time zone,timestamptz,NO,now()
subscriptions,updated_at,9,timestamp with time zone,timestamptz,NO,now()
subscriptions,plan_id,10,uuid,uuid,YES,
subscriptions,customer_id,11,uuid,uuid,YES,
system_settings,id,1,uuid,uuid,NO,gen_random_uuid()
system_settings,key,2,character varying,varchar,NO,
system_settings,value,3,jsonb,jsonb,NO,'{}'::jsonb
system_settings,created_at,4,timestamp with time zone,timestamptz,NO,now()
system_settings,updated_at,5,timestamp with time zone,timestamptz,NO,now()
tenant_api_keys,id,1,uuid,uuid,NO,gen_random_uuid()
tenant_api_keys,tenant_id,2,uuid,uuid,NO,
tenant_api_keys,name,3,character varying,varchar,NO,
tenant_api_keys,key_hash,4,text,text,NO,
tenant_api_keys,scopes,5,ARRAY,_text,NO,'{}'::text[]
tenant_api_keys,last_used_at,6,timestamp with time zone,timestamptz,YES,
tenant_api_keys,expires_at,7,timestamp with time zone,timestamptz,YES,
tenant_api_keys,is_active,8,boolean,bool,NO,true
tenant_api_keys,created_at,9,timestamp with time zone,timestamptz,NO,now()
tenant_api_keys,updated_at,10,timestamp with time zone,timestamptz,NO,now()
tenant_settings,id,1,uuid,uuid,NO,gen_random_uuid()
tenant_settings,tenant_id,2,uuid,uuid,NO,
tenant_settings,default_llm,3,character varying,varchar,YES,
tenant_settings,embedding_model,4,character varying,varchar,YES,
tenant_settings,retention_days,5,integer,int4,YES,
tenant_settings,settings,6,jsonb,jsonb,NO,'{}'::jsonb
tenant_settings,created_at,7,timestamp with time zone,timestamptz,NO,now()
tenant_settings,updated_at,8,timestamp with time zone,timestamptz,NO,now()
tenant_usage,id,1,uuid,uuid,NO,gen_random_uuid()
tenant_usage,tenant_id,2,uuid,uuid,NO,
tenant_usage,usage_month,3,date,date,NO,
tenant_usage,messages,4,integer,int4,NO,0
tenant_usage,tokens,5,bigint,int8,NO,0
tenant_usage,storage_bytes,6,bigint,int8,NO,0
tenant_usage,voice_minutes,7,numeric,numeric,NO,0
tenant_usage,metadata,8,jsonb,jsonb,NO,'{}'::jsonb
tenant_usage,created_at,9,timestamp with time zone,timestamptz,NO,now()
tenant_usage,updated_at,10,timestamp with time zone,timestamptz,NO,now()
tenants,id,1,uuid,uuid,NO,
tenants,name,2,character varying,varchar,NO,
tenants,domain,3,character varying,varchar,YES,
tenants,created_at,4,timestamp without time zone,timestamp,YES,
tenants,slug,5,character varying,varchar,YES,
tenants,industry,6,character varying,varchar,YES,
tenants,plan,7,character varying,varchar,YES,
tenants,status,8,character varying,varchar,NO,'active'::character varying
tenants,trial_ends_at,9,timestamp with time zone,timestamptz,YES,
tenants,is_active,10,boolean,bool,NO,true
tenants,updated_at,11,timestamp with time zone,timestamptz,NO,now()
token_usage,id,1,uuid,uuid,NO,gen_random_uuid()
token_usage,tenant_id,2,uuid,uuid,NO,
token_usage,user_id,3,uuid,uuid,YES,
token_usage,agent_id,4,uuid,uuid,YES,
token_usage,model,5,character varying,varchar,YES,
token_usage,token_type,6,character varying,varchar,YES,
token_usage,quantity,7,integer,int4,NO,0
token_usage,created_at,8,timestamp with time zone,timestamptz,NO,now()
tool_executions,id,1,uuid,uuid,NO,gen_random_uuid()
tool_executions,tenant_id,2,uuid,uuid,NO,
tool_executions,agent_id,3,uuid,uuid,YES,
tool_executions,integration_connection_id,4,uuid,uuid,YES,
tool_executions,tool_name,5,character varying,varchar,NO,
tool_executions,status,6,character varying,varchar,NO,'queued'::character varying
tool_executions,request,7,jsonb,jsonb,NO,'{}'::jsonb
tool_executions,response,8,jsonb,jsonb,YES,
tool_executions,error,9,text,text,YES,
tool_executions,started_at,10,timestamp with time zone,timestamptz,YES,
tool_executions,finished_at,11,timestamp with time zone,timestamptz,YES,
tool_executions,created_at,12,timestamp with time zone,timestamptz,NO,now()
tool_permissions,id,1,uuid,uuid,NO,gen_random_uuid()
tool_permissions,tenant_id,2,uuid,uuid,NO,
tool_permissions,tool_id,3,uuid,uuid,NO,
tool_permissions,agent_role,4,character varying,varchar,YES,
tool_permissions,agent_id,5,uuid,uuid,YES,
tool_permissions,is_allowed,6,boolean,bool,NO,true
tool_permissions,created_at,7,timestamp with time zone,timestamptz,NO,now()
tool_registry,id,1,uuid,uuid,NO,gen_random_uuid()
tool_registry,name,2,character varying,varchar,NO,
tool_registry,description,3,text,text,YES,
tool_registry,schema,4,jsonb,jsonb,NO,'{}'::jsonb
tool_registry,is_active,5,boolean,bool,NO,true
tool_registry,created_at,6,timestamp with time zone,timestamptz,NO,now()
tool_registry,updated_at,7,timestamp with time zone,timestamptz,NO,now()
usage_events,id,1,uuid,uuid,NO,gen_random_uuid()
usage_events,tenant_id,2,uuid,uuid,NO,
usage_events,user_id,3,uuid,uuid,YES,
usage_events,agent_id,4,uuid,uuid,YES,
usage_events,event_name,5,character varying,varchar,NO,
usage_events,quantity,6,integer,int4,NO,1
usage_events,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
usage_events,created_at,8,timestamp with time zone,timestamptz,NO,now()
usage_records,id,1,uuid,uuid,NO,gen_random_uuid()
usage_records,tenant_id,2,uuid,uuid,NO,
usage_records,subscription_id,3,uuid,uuid,YES,
usage_records,metric_name,4,character varying,varchar,NO,
usage_records,quantity,5,numeric,numeric,NO,0
usage_records,recorded_at,6,timestamp with time zone,timestamptz,NO,now()
usage_records,metadata,7,jsonb,jsonb,NO,'{}'::jsonb
usage_records,created_at,8,timestamp with time zone,timestamptz,NO,now()
user_auth,id,1,uuid,uuid,NO,gen_random_uuid()
user_auth,tenant_id,2,uuid,uuid,NO,
user_auth,user_id,3,uuid,uuid,NO,
user_auth,password_hash,4,text,text,NO,
user_auth,totp_secret,5,text,text,YES,
user_auth,failed_attempts,6,integer,int4,NO,0
user_auth,locked_until,7,timestamp with time zone,timestamptz,YES,
user_auth,created_at,8,timestamp with time zone,timestamptz,NO,now()
user_auth,updated_at,9,timestamp with time zone,timestamptz,NO,now()
user_roles,user_id,1,uuid,uuid,NO,
user_roles,role_id,2,uuid,uuid,NO,
user_roles,created_at,3,timestamp with time zone,timestamptz,NO,now()
user_sessions,id,1,uuid,uuid,NO,gen_random_uuid()
user_sessions,tenant_id,2,uuid,uuid,NO,
user_sessions,user_id,3,uuid,uuid,NO,
user_sessions,device,4,character varying,varchar,YES,
user_sessions,browser,5,character varying,varchar,YES,
user_sessions,ip_address,6,inet,inet,YES,
user_sessions,user_agent,7,text,text,YES,
user_sessions,expires_at,8,timestamp with time zone,timestamptz,NO,
user_sessions,created_at,9,timestamp with time zone,timestamptz,NO,now()
user_sessions,updated_at,10,timestamp with time zone,timestamptz,NO,now()
users,id,1,uuid,uuid,NO,
users,tenant_id,2,uuid,uuid,NO,
users,email,3,character varying,varchar,NO,
users,hashed_password,4,character varying,varchar,NO,
users,first_name,5,character varying,varchar,NO,
users,last_name,6,character varying,varchar,NO,
users,role,7,character varying,varchar,NO,
users,is_active,8,boolean,bool,YES,
users,created_at,9,timestamp without time zone,timestamp,YES,
users,full_name,10,character varying,varchar,YES,
users,status,11,character varying,varchar,NO,'active'::character varying
users,last_login_at,12,timestamp with time zone,timestamptz,YES,
users,updated_at,13,timestamp with time zone,timestamptz,NO,now()
webhook_events,id,1,uuid,uuid,NO,gen_random_uuid()
webhook_events,tenant_id,2,uuid,uuid,NO,
webhook_events,integration_id,3,uuid,uuid,YES,
webhook_events,event_type,4,character varying,varchar,NO,
webhook_events,payload,5,jsonb,jsonb,NO,'{}'::jsonb
webhook_events,status,6,character varying,varchar,NO,'received'::character varying
webhook_events,received_at,7,timestamp with time zone,timestamptz,NO,now()
webhook_events,processed_at,8,timestamp with time zone,timestamptz,YES,
webhook_events,created_at,9,timestamp with time zone,timestamptz,NO,now()
